train_register,test_register,features,auc,acc,prec,rec,f1
academic,news,boost_density,0.5483439160393737,0.5439411170078342,0.6641879131255902,0.1777546120798585,0.28045255183413076
academic,social,boost_density,0.4526447594008524,0.4468050971763843,0.4161834502682625,0.26413444915920165,0.32316770285860785
academic,creative,boost_density,0.45521002963472385,0.4381337537660767,0.3731567993623522,0.18200274289169896,0.2446704265836291
news,academic,boost_density,0.6218341819257432,0.6198153919923279,0.6619672662453411,0.4896907216494845,0.5629435678357335
news,news,boost_density,0.5902796414292006,0.5712160938421363,0.7009373560913291,0.2484257855277567,0.3668373157941793
news,social,boost_density,0.4474515610609551,0.440228993137409,0.4179155481814217,0.3043113835193043,0.35217866595430664
news,creative,boost_density,0.41853120044155806,0.415980043843072,0.38501780779405026,0.28134077729663187,0.32511387034379485
social,academic,boost_density,0.379139269841695,0.38402061855670105,0.4090096868240384,0.5213378086789738,0.45839262187088275
social,news,boost_density,0.4608098416723646,0.45706974981046244,0.473677754248231,0.7725444360205543,0.5872742699795082
social,social,boost_density,0.5928722214560186,0.5781356409450469,0.5615932771200636,0.712422730368275,0.6280797313231642
social,creative,boost_density,0.5936368082076501,0.5867952442145503,0.5669116973718168,0.7353757437664007,0.6402474567984806
creative,academic,boost_density,0.37722268002150455,0.38647806281467273,0.41454611081032305,0.5507072644449772,0.47302306425041185
creative,news,boost_density,0.46027677728337535,0.4620740670541656,0.4772730857934307,0.7964577541908854,0.5968731196796181
creative,social,boost_density,0.5771819423753095,0.569018806642569,0.5531405350354438,0.7184176751008434,0.6250377434810599
creative,creative,boost_density,0.618192259645379,0.600876861440774,0.5747325978607829,0.7757956005744955,0.6602972399150743
academic,academic,char_entropy,0.9998839686706644,0.9964636777751139,0.9972385640533077,0.9956844881323423,0.9964609201607582
academic,news,char_entropy,0.5756608443165362,0.5394264383792435,0.5879210547943597,0.26364143711566,0.3640375269438659
academic,social,char_entropy,0.4794936969927538,0.4890332783278328,0.48674205691079436,0.4026238933417151,0.44070493580496894
academic,creative,char_entropy,0.5113606578978567,0.5075753485308251,0.5131443347261518,0.29573555932313206,0.3752226454388513
news,academic,char_entropy,0.5470187701026847,0.5255334452169743,0.5226162667232959,0.5900263725725245,0.5542792792792792
